18.017055	18.529090	0
16.473483	17.309802	0
16.000929	16.159081	0
14.963139	12.636749	0
1.049363	1.566248	2
16.829675	16.304622	0
16.408910	16.889413	0
15.113768	14.296979	0
16.071076	15.562359	0
15.244277	14.349742	0
16.363536	17.154484	0
14.743043	14.390322	0
16.984032	16.218905	0
17.168106	19.236306	0
15.460728	15.942657	0
15.372183	14.632046	0
14.805469	14.840175	0
8.400986	8.429248	1
7.837239	7.816538	1
15.430647	15.304286	0
15.034140	15.442647	0
7.439222	8.361167	1
14.927392	14.641297	0
14.171917	13.729488	0
16.495947	15.815997	0
16.244304	15.369426	0
-0.064296	0.754125	2
9.242416	7.419647	1
15.709220	16.366592	0
16.506323	17.643360	0
0.081335	-0.781688	2
14.056446	14.289823	0
15.493680	14.591548	0
17.429897	17.608686	0
15.786570	17.034221	0
6.989015	9.231672	1
16.840433	18.001276	0
7.755857	7.903348	1
-0.173446	-1.063871	2
16.363251	16.285917	0
15.967646	14.568637	0
7.663655	8.560648	1
0.139275	0.725614	2
8.773766	10.263657	1
16.001014	16.297435	0
7.284344	9.613083	1
16.523640	15.475908	0
16.481569	16.475855	0
15.731274	15.614668	0
15.523954	14.376794	0
15.664177	14.998583	0
17.330132	16.731716	0
8.937481	7.202124	1
-0.352083	-1.631941	2
16.019794	14.369915	0
16.827988	16.040946	0
-0.852899	-1.255231	2
17.851482	18.720989	0
15.790451	13.547676	0
-0.354724	-1.165701	2
17.106098	18.016724	0
17.623989	18.518926	0
15.908694	15.930059	0
15.770597	14.928531	0
15.613260	15.964119	0
-1.883250	-1.378920	2
0.265694	1.358825	2
15.438727	14.998700	0
16.084083	16.546649	0
6.545036	7.278654	1
6.193344	6.972585	1
14.598671	15.659091	0
16.987380	17.350645	0
15.952690	15.350121	0
17.032836	17.973551	0
7.258390	7.784646	1
15.902513	15.561370	0
17.019563	15.909691	0
17.973760	18.881725	0
15.909371	17.368702	0
9.203189	7.852431	1
14.844746	14.865526	0
17.296340	17.562274	0
0.273550	1.802340	2
16.010321	17.119576	0
17.839127	19.999130	0
14.318987	14.705105	0
6.397292	6.861463	1
8.748180	7.953203	1
-0.964800	-0.410734	2
15.919967	16.596488	0
16.791388	17.286549	0
14.481191	15.283063	0
16.487353	17.265019	0
8.986644	9.101878	1
17.282940	16.063285	0
16.617511	17.249277	0
-0.715748	-0.024350	2
17.771235	18.665924	0
17.189511	16.951344	0
17.827787	18.562857	0
14.853245	16.080872	0
15.731799	15.282642	0
16.473632	17.280451	0
15.343535	17.215890	0
6.786516	6.376208	1
16.642290	16.998822	0
14.836428	17.722537	0
15.901195	16.134616	0
16.824446	17.436376	0
9.235074	10.103643	1
15.153933	13.670664	0
17.304431	17.640969	0
17.148063	18.992952	0
15.357175	16.483838	0
8.123327	8.107244	1
-1.932882	-1.600975	2
16.778658	17.170023	0
16.803096	16.546793	0
17.189409	16.747911	0
7.709032	8.509802	1
17.191360	18.066802	0
15.532285	15.453212	0
17.044647	17.636732	0
-0.592698	0.106820	2
6.945274	6.154014	1
15.968473	14.425999	0
15.988309	16.529136	0
15.297342	15.085729	0
16.980051	16.493745	0
0.204385	-0.306648	2
14.275812	14.304091	0
16.327219	17.969777	0
16.012688	15.791471	0
8.421265	9.461840	1
15.490776	15.950884	0
15.522975	15.664670	0
16.240431	17.191515	0
15.938390	14.885935	0
-1.005223	-0.900323	2
16.162735	15.410249	0
16.773568	17.675971	0
14.025536	14.648466	0
15.693531	15.606547	0
16.003798	15.067851	0
-1.290988	-1.556843	2
14.921387	14.367072	0
14.761184	14.333024	0
14.251106	13.019743	0
15.137141	15.388848	0
15.902556	16.486239	0
15.382507	15.625568	0
17.014811	17.444248	0
17.270184	16.031260	0
13.467639	14.159314	0
6.808668	6.457983	1
15.953806	16.280365	0
15.960853	14.965040	0
17.110472	18.250470	0
16.280821	16.545161	0
16.836650	16.514468	0
10.391349	10.407515	1
16.630918	15.735337	0
16.304494	16.425179	0
16.013346	16.792857	0
16.744439	18.284522	0
15.765832	16.209456	0
8.094057	8.541874	1
15.845605	17.976967	0
7.070936	7.438947	1
16.650764	17.667081	0
14.361245	14.297615	0
16.785089	14.861716	0
17.269608	17.784291	0
7.405762	7.414469	1
14.363200	12.682231	0
15.615878	14.826724	0
16.235076	17.961091	0
16.275333	15.138481	0
17.239471	17.448825	0
-1.476068	-1.583056	2
16.121934	15.940164	0
0.193547	-0.023917	2
16.469252	15.456520	0
16.560672	17.507989	0
16.667483	16.624873	0
16.807043	15.860218	0
15.347878	16.638497	0
16.047903	16.174244	0
17.829615	20.095965	0
14.425005	15.922424	0
15.509944	15.663984	0
16.756497	16.426944	0
17.171447	16.702756	0
7.230282	7.942528	1
15.841236	14.677426	0
2.427488	5.323439	2
16.756563	17.213100	0
15.330748	15.735245	0
8.425083	8.267943	1
